index,id,title,genres,overview,release_date,credits,poster_path
8432,10998,Fatal Attraction,Drama Thriller,For Dan Gallagher life is good. He is on the rise at his New York law firm is happily married to his wife Beth and has a loving daughter. But after a casual fling with a sultry book editor named Alex everything changes. Jilted by Dan Alex becomes unstable her behavior escalating from aggressive pursuit to obsessive stalking. Dan realizes that his main problem is not hiding his affair but rather saving himself and his family.,1987-09-11,MichaelDouglas GlennClose AnneArcher EllenHamiltonLatzen StuartPankin,/6QWziDIbcVVpnTGuaKjcxXC9Kl4.jpg
8433,339095,The Last Days of American Crime,Action Crime Thriller,In the not-too-distant future as a final response to crime and terrorism the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.,2020-06-05,EdgarRamírez MichaelPitt AnnaBrewster SharltoCopley TamerBurjaq,/ygCQnDEqUEIamBpdQdDYnFfxvgM.jpg
8434,12919,Can't Buy Me Love,Drama Comedy Romance,Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass however Cindy grows fond of Ronald making him popular. But when Ronald's former best friend gets left behind he realizes that social success isn't everything.,1987-08-14,PatrickDempsey AmandaPeterson CourtneyGains TinaCaspary SethGreen,/uHCkUHe63HUkWPmUmJ0kPmOQchJ.jpg
8435,49012,Arthur,Comedy Romance,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,2011-04-08,RussellBrand HelenMirren GretaGerwig JenniferGarner GeraldineJames,/foUTAJurvnbUoIUbnuUk5dyHx7M.jpg
8436,9651,Supergirl,Adventure Fantasy Action Science Fiction,After losing a powerful orb Kara Superman's cousin comes to Earth to retrieve it and instead finds herself up against a wicked witch.,1984-07-01,HelenSlater FayeDunaway PeterO'Toole HartBochner MiaFarrow,/6OfuKKCPFclHOj4SSRRpLzF1lfP.jpg
8437,1997,Two Brothers,Adventure Drama Family,Two tigers are separated as cubs and taken into captivity only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.,2004-04-07,GuyPearce Jean ClaudeDreyfus FreddieHighmore OanhNguyen,/5I2pRuJI3SZVsxP5iaorGaczzkI.jpg
8438,643,Battleship Potemkin,Drama History,A dramatized account of a great Russian naval mutiny and a resultant public demonstration showing support which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.,1925-12-24,AleksandrAntonov VladimirBarsky GrigoriAleksandrov IvanBobrov MikhailGomorov,/tjnaRiHUsxBADaOwrQpnTnjHVwi.jpg
8444,828,The Day the Earth Stood Still,Drama Science Fiction,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,1951-09-28,MichaelRennie PatriciaNeal BillyGray SamJaffe HughMarlowe,/x2DquTpLTq54aPFDnqlwY7apCC3.jpg
8447,5924,Papillon,Crime Drama,A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island which inspires the man to plot his escape.,1973-12-13,SteveMcQueen DustinHoffman VictorJory DonGordon AnthonyZerbe,/356oqQpug682OERsWV0bGZ0YxwQ.jpg
8448,570131,Love at Second Sight,Comedy Drama Romance Fantasy,A man tries to make his wife fall in love with him again after waking up in an alternate reality where she never knew him.,2019-01-18,FrançoisCivil JoséphineJapy BenjaminLavernhe CamilleLellouche AmaurydeCrayencour,/ii1CaDjWS6GxwAxZAlyPSciIvLw.jpg
8449,565743,The Vast of Night,Mystery Science Fiction Thriller Drama,At the dawn of the space-race two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.,2019-06-01,SierraMcCormick JakeHorowitz BruceDavis GailCronauer CheyenneBarton,/q2P9lYkctl5Ory71HEBMaFxbVlD.jpg
8451,3595,Ransom,Action Thriller,When a rich man's son is kidnapped he cooperates with the police at first but then tries a unique tactic against the criminals.,1996-11-08,MelGibson ReneRusso GarySinise DelroyLindo LiliTaylor,/kFShhVUU5LfGmLvo9OJGM8dyDFL.jpg
8453,11977,Caddyshack,Comedy,At an exclusive country club an ambitious young caddy Danny Noonan eagerly pursues a caddy scholarship in hopes of attending college and in turn avoiding a job at the lumber yard. In order to succeed he must first win the favour of the elitist Judge Smails and then the caddy golf tournament which Smails sponsors.,1980-07-25,ChevyChase RodneyDangerfield TedKnight MichaelO'Keefe BillMurray,/21nhVVqGsOrKvkncsB5GbRxpSZh.jpg
8456,49494,The Eagle,Adventure Drama,In 140 AD twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father the commander of the Ninth. Accompanied only by his British slave Esca Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes make peace with his father's memory and retrieve the lost legion's golden emblem the Eagle of the Ninth.,2011-02-08,ChanningTatum MarkStrong JamieBell DonaldSutherland DenisO'Hare,/e7rcJQWplGZWz57yGlP87rlPmI.jpg
8459,401847,Can You Ever Forgive Me?,Drama Crime Comedy,When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes she turns her art form to deception.,2018-10-19,MelissaMcCarthy RichardE.Grant DollyWells BenFalcone GregoryKorostishevsky,/hPuZR2bFoV0kuBrA98exWyvTf40.jpg
8460,335578,Land of Mine,War Drama History,In the days following the surrender of Germany in May 1945 a group of young German prisoners of war is handed over to the Danish authorities and subsequently sent to the West Coast where they are ordered to remove the more than two million mines that the Germans had placed in the sand along the coast. With their bare hands crawling around in the sand the boys are forced to perform the dangerous work under the leadership of a Danish sergeant.,2015-12-03,RolandMøller LouisHofmann MikkelBoeFølsgaard JoelBasman LauraBro,/7TOYH2VDnYbXpBKlrkdQZUSC3Du.jpg
8461,901,City Lights,Comedy Romance,In this sound-era silent film a tramp falls in love with a beautiful blind flower seller.,1931-02-01,CharlieChaplin VirginiaCherrill HarryMyers AlErnestGarcia HankMann,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
8462,23082,The Invention of Lying,Comedy Fantasy Romance,Set in a world where the concept of lying doesn't exist a loser changes his lot when he invents lying and uses it to get ahead.,2009-09-13,RickyGervais JenniferGarner JonahHill LouisC.K. JeffreyTambor,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg
8463,277685,Unfriended,Horror Thriller Mystery,While video chatting one night six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank but when the girl starts revealing the friends' darkest secrets they realize they are dealing with something out of this world something that wants them dead.,2014-10-22,ShelleyHennig HeatherSossaman ReneeOlstead MatthewBohrer MosesStorm,/8byPxREr3BqBNyyij5WHVSOVtYk.jpg
8467,12516,Dreams,Fantasy Drama,A collection of magical tales based upon the actual dreams of director Akira Kurosawa.,1990-05-11,AkiraTerao MitsukoBaisho ToshieNegishi MiekoHarada MitsunoriIsaki,/j0NQsYqnqvhTtBj7vhCa9iKT0NA.jpg
8470,2335,Taxi 4,Action Comedy,Before being extradited to Africa to stand trial a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.,2007-02-10,SamyNaceri FrédéricDiefenthal BernardFarcy EmmaWiklund ÉdouardMontoute,/8OoVXQo23kgMw4ooLfi2mDGVfUE.jpg
8471,11344,A Bittersweet Life,Action Drama Crime,Kim Sun-woo is an enforcer and manager for a hotel owned by a cold calculative crime boss Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress Heesoo for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair.,2005-03-31,LeeByung hun KimYeong cheol ShinMin,/iqUGAIQqHMMscatykpR6hVBxezA.jpg
8472,229297,Magic in the Moonlight,Comedy Drama Romance,Set in the 1920s French Riviera a master magician is commissioned to try and expose a psychic as a fraud.,2014-07-25,ColinFirth EmmaStone HamishLinklater MarciaGayHarden JackiWeaver,/sd6oaGSwKweRmtcBKjk8tvan3u0.jpg
8476,262,The King of Comedy,Drama Comedy,Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol a late night talk-show host who craves his own privacy.,1982-12-18,RobertDeNiro JerryLewis DiahnneAbbott SandraBernhard ShelleyHack,/m24EbHxT9NGYEkOlu29YcLOgjgK.jpg
8480,27585,Rabbit Hole,Drama,Life for a happy couple is turned upside down after their young son dies in an accident.,2010-12-16,NicoleKidman AaronEckhart DianneWiest MilesTeller TammyBlanchard,/zTUQXwMn4ndt5AAcDvJCi14ZY2B.jpg
8482,12573,A Serious Man,Comedy Drama,It is 1967 and Larry Gopnik a physics professor at a quiet Midwestern university has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.,2009-09-30,MichaelStuhlbarg RichardKind FredMelamed SariLennick AaronWolff,/5gGxDS8WmrebPlMHexVS8EVehiP.jpg
8484,2469,Tie Me Up! Tie Me Down!,Comedy Crime Drama Romance,Recently released from a mental hospital Ricky ties up Marina a film star he once had sex with and keeps her hostage.,1990-01-22,VictoriaAbril AntonioBanderas LolesLeón MaríaBarranco RossydePalma,/8gwMbLfOazehKF8xxdfYZR18bH3.jpg
8489,2900,The Astronaut's Wife,Drama Science Fiction Thriller,When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life he decides to take a desk job in order to see his beautiful wife Jillian more often. Gradually Jillian notices that Spencer's personality seems to have changed but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother her suspicions about Spencer return. Why does it seem as if he's a different person?,1999-08-26,JohnnyDepp CharlizeTheron JoeMorton CleaDuVall NickCassavetes,/54RGJ6INW9ERG8IaalmMKbbDgwH.jpg
8491,6073,The Mexican,Action Comedy Crime Romance,"Jerry Welbach a reluctant bagman has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative so he heads south of the border.",2001-03-01,BradPitt JuliaRoberts JamesGandolfini J.K.Simmons DavidKrumholtz,/5GqF6rVjUW6CVTuj7w1A2JE49AF.jpg
8492,154,Star Trek II: The Wrath of Khan,Action Adventure Science Fiction Thriller,It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One stolen a top secret device called Project Genesis wrested control of another Federation Starship and sets out in pursuit of the Enterprise determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.,1982-06-04,WilliamShatner LeonardNimoy DeForestKelley RicardoMontalban JamesDoohan,/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg
8496,4597,Armored,Action Crime Drama Thriller Mystery,A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes the plan quickly unravels and all bets are off.,2009-12-04,ColumbusShort MattDillon JeanReno LaurenceFishburne AmauryNolasco,/oQrAXGkBy84FyGpWrY71ptqs7zD.jpg
8500,10098,The Kid,Comedy Drama,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,1921-01-21,CharlieChaplin JackieCoogan EdnaPurviance CarlMiller AlbertAustin,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg
8502,8202,Æon Flux,Science Fiction Action Thriller,400 years into the future disease has wiped out the majority of the world's population except one walled city Bregna ruled by a congress of scientists. When Æon Flux the top operative in the underground 'Monican' rebellion is sent on a mission to kill a government leader she uncovers a world of secrets.,2005-11-30,CharlizeTheron MartonCsokas JonnyLeeMiller SophieOkonedo FrancesMcDormand,/5958Nt4QX6aRSUdQnvNw8wqjTJQ.jpg
8503,68812,The Iceman,Thriller Crime Drama,The true story of Richard Kuklinski the notorious contract killer and family man.,2012-09-01,MichaelShannon WinonaRyder RayLiotta ChrisEvans DavidSchwimmer,/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg
